,원문,kobart,TextLank
28,멘토를 통한 직무 체험 아버지의 친한 친구이자 제 멘토가 되어 주신 이웃 아저씨를 통해 처음으로 반도체 산업에 깊이 있게 접하였습니다 현재 반도체 장비사의 고객지원 일을 하시기에 제 게 직접 반도체 시황 장비 산업의 미래와 근무 경험담을 들려주셨습니다 특히 근무 경험담은 제가 필드 엔지니어 직무에 대한 관심을 가지는 계기가 되었습니다 덕분에 머릿속 추상적 이었던 직무의 모습은 점점 선명해졌고 어떤 역량이 필요한지를 배웠습니다 우선 대학교에서 한 학기 간 진행되는 반도체 역량개발 수업을 수강하여 대 공정 및 반도체 장비 시장 전반에 대해 숙지하였습니다 뉴스를 통해 반도체와 장비 시장의 이슈를 늘 접하고 수영과 자전거 타기로 기본적인 체력 유지에 신경 쓰고 있습니다 핵심을 내다 보는 안목 대학교 설계 과목에 서는 그간 배운 전공 지식 활용 협력 역시 중요하지만 문제 상황 파악이 핵심임을 깨달았습니다 담당 교수님의 설계 니즈를 정확히 파악한 후 이를 팀에 전달해 작업하였을 때 만족스러운 성과를 얻어냈기 때문입니다 이러한 안목으로 모든 팀 단위 설계 과목 개에서 라는 좋은 성적을 얻어낼 수 있었으며 같은 노력으로 현장에서도 고객사의 니즈를 보다 정확하게 파악하여  조치할 것입니다 더불어 유체역학 열역학 등의 역학 과목을 수강하여 기계공학에 대한 이 해도를 높이며 공학적 사고를 기르기 위해 노력했습니다 그 결과 전공 평점 을 기록하여 목표 점수인 을 넘기는 데 성공하였으며 이렇게 키운 전공 역량을 필두로 장비를 이해하며 끊임없이 배워나가는 엔지니어가 되겠습니다,아버지의 친한 친구이자 제 멘토가 되어 주신 이웃 아저씨를 통해 처음으로 반도체 시황 장비 산업의 미래와 근무 경험담을 듣고 필드 엔지니어 직무에 대한 관심을 가지는 계기가 되었다.,"우선 대학교에서 한 학기 간 진행되는 반도체 역량개발 수업을 수강하여 대 공정 및 반도체 장비 시장 전반에 대해 숙지하였습니다.
담당 교수님의 설계 니즈를 정확히 파악한 후 이를 팀에 전달해 작업하였을 때 만족스러운 성과를 얻어냈기 때문입니다.
이러한 안목으로 모든 팀 단위 설계 과목 개에서 라는 좋은 성적을 얻어낼 수 있었으며 같은 노력으로 현장에서도 고객사의 니즈를 보다."
29,서로 끌어주고 밀어주는 국토대장정 고등학생 시절 학업 탓에 하지 못했던 일들을 빼곡히 적어둔 버킷 리스트가 있었으며 그 첫 줄에는 국토대장정이 적혀 있었습니다 스무 살 새내기였던 년 여름 같은 뜻을 가진 다른 학과 학생 명과 팀을 이루고 여정을 시작하게 되었습니다 알고 보니 형 누나들뿐이었고 가장 어렸던 저는 완주의 다짐을 내비쳤습니다 학창 시절 내내 태 권도를 다녔으며 당시에도 꾸준히 운동했었기에 체력만큼은 자신감을 가지고 포항에서 출발하였습니다 당장이라도 계획된 를 내 달릴 수 있을 것만 같은 의지를 불태웠으나 마음과는 다르게 점점 몸에 이상 신호가 나타났으며 일일 행진의 나흘 차에는 올바른 자세로 걷기 힘든 지경에 이르렀습니다 요컨대 체력 문제가 아닌 무릎 통증과 발바닥의 물집이 주원인이었습니다 걸 음걸이에 문제가 있다는 피드백을 받고 선 이후로 더 고통스럽더라도 정 자세를 위해 꾸준히 신경 쓰며 걸었습니다 또한 발바닥을 심장보다 높인 후 잠을 잤더니 무릎 통증과 물집이 호전되어 결과적으로 동료의 가방을 대신 들어 주기까지 하며 함께 완주할 수 있었습니다 여정 도중 난관에 부딪혔으나 서로의 도움으로 무사히 를 완주하였습니다 앞으로의 어려운 일들도 주변  사람들과 함께 하면 이겨낼 수 있다는 자신감을 얻은 값진 경험이었습니다 이에 더불어 언제든지 신체에 예상치 못한 문제가 발생할 수 있음을 배웠고 이후로 예방을 중점적으로 건강관리를 철저히 하게 되었습니다 이 경험을 양분 삼아 증착 장비뿐만 아니라 본인의 건강과 정신 또한 최상의 컨디션을 유지하겠습니다,학창 시절 내내 태 권도를 다녔고 당시에도 꾸준히 운동했었기에 체력만큼은 자신감을 가지고 포항에서 출발한 국토대장정 고등학생 시절 학업 탓에 하지 못했던 일들을 빼곡히 적어둔 버킷 리스트가 있었으며 그 첫 줄에는 스무 살 새내기였던 년 여름 같은 뜻을 가진 다른 학과 학생 명과 팀을 이루고 여정을 시작하게 되었다.,"요컨대 체력 문제가 아닌 무릎 통증과 발바닥의 물집이 주원인이었습니다.
걸 음걸이에 문제가 있다는 피드백을 받고 선 이후로 더 고통스럽더라도 정 자세를 위해 꾸준히 신경 쓰며 걸었습니다.
높인 후 잠을 잤더니 무릎 통증과 물집이 호전되어 결과적으로 동료의 가방을 대신 들어 주기까지 하며 함께 완주할 수 있었습니다."
30,장점 긍정적인 마음가짐과 주인의식 힘든 상황이 닥쳐와도 긍정적인 마음가짐과 함께 당장 할 수 있는 최선의 방법을 생각해내고 침착하게 실행합니다 이는 일 상생활에서도 스트레스를 적게 받는 데 큰 도움을 줍니다 이것 또한 지나 가리라라는 글귀를 늘 떠올리며 어떤 힘든 상황에 부닥쳤을 때 싫은 티를 내던 주변 사람과는 다르게 별다른 스트레스를 받지 않고 상황 을 타개해 나가 곤 했습니다 이러한 장점으로 수많은 트러블이 발생하는 파운드리 현장에서 과도한 스트레스를 받지 않으며 건강한 정신으로 고객사에 응대하고 매뉴얼에 따라 무사히 업무를 수행할 것입니다 주인의식은 내세우고 싶은 또 다른 장점 중 하나 입니다 일단 조직에 소속되고 나면 주어진 일에 몰입하고 언제든 생각하며 끝까지 책임집니다 이를 테면 팀 프로젝트에 서 중추적인 역할을 도 맡은 저는 만족스러운 결과가 나올 때까지 끈기 있게 붙잡아 결과 물을 도 출해냈습니다 이러한 책임감으로 담당 에서 고객 대응에 책임을 다 할 것입니다 단점 무리한 계획 세우기 의욕만 앞선 탓에 짧은 기간 동안 많은 목표를 달성하는 계획을 세우곤 합니다 그럴 때마다 무엇을 먼저 실행해야 할지 갈피를 잡지 못한 탓에 목표들을 달성하는 경우 는 드물었고 대부분은 실패했습니다 스스로 계획한 걸 지키지 못했다는 아쉬움은 물론이고 자존감까지 바닥을 치는 기분을 느꼈습니다 이러한 부정 경험을 여러 차례 겪은 후 해결 방안을 모색하기 시작했습니다 앞으로도 여러 목표를 동시에 이뤄내야 하는 상황이 오면 우선순위를 정하여 차근차근 수행하는 방법으로 단점을 고쳐 나가는 중입니다,파운드리 현장에서 과도한 스트레스를 받지 않으며 건강한 정신으로 고객사에 응대하고 매뉴얼에 따라 업무를 수행할 것입니다,"이러한 장점으로 수많은 트러블이 발생하는 파운드리 현장에서 과도한 스트레스를 받지 않으며 건강한 정신으로 고객사에 응대하고 매뉴얼에 따라 무사히 업무를 수행할 것입니다.
이러한 책임감으로 담당 에서 고객 대응에 책임을 다.
단점 무리한 계획 세우기 의욕만 앞선 탓에 짧은 기간 동안 많은 목표를 달성하는 계획을 세우곤 합니다.
앞으로도 여러 목표를 동시에 이뤄내야 하는 상황이 오면 우선순위를 정하여 차근차근 수행하는 방법으로 단점을 고쳐 나가는 중입니다다."
31,서 연그룹의 핵심 계열사인 서연이화는 국내 완성차 고객사와의 거래를 위주로 사업을 진행해 왔으며 해외시장 역시 개척하기 위한 전략을 실행하는 중입니다 자동차 부품 국산화가 많이 진행되는 만큼 국내 부품 업체에 관심을 뒀고 특히 관심 있게 찾아봤던 내외장 부품을 주력으로 하는 기업인 서 연그룹에 지원하게 되었습니다 또한 지난해 말 도심 항공모 빌리티 시장이 커지 는 데 발맞춰 관련 사업 진출을 검토한 이후 빠르게 특화 인테리어 부품 연구개발을 시작했습니다 이러한 미래지향적인 모습에 앞으로의 행보가 기대되는 기업입니다 서 연이화에 지원하기 위해 학부생으로서 할 수 있는 노력을 해왔습니다 우선 자동차 부품 시장에 꾸준히 관심을 두며 본업인 공부에 성실하게 임했습니다 여러 전공과목을 수강하고 전공 평점 점을 기록하 여 목표 점수인 점 이상을 달성했습니다 특히 사람들과의 교류가 중요한 팀 프로젝트 과목에서 긍정적인 소통 타인의 의견을 적극적으로 받아들이는 피드백 수용성을 바탕으로 모든 설계 과목 개에서 좋은 성적을 기록했습니다 앞으로도 맡은 일을 정확히 파악하여 주어진 일에 성실히 임할 것입니다,서연그룹의 핵심 계열사인 서연이화는 자동차 부품 국산화가 많이 진행되는 만큼 국내 부품 업체에 관심을 뒀고 특히 관심 있게 찾아봤던 내외장 부품을 주력으로 하는 기업인 서 연그룹에 지원하게 되었다.,
32,고등학교 학년까지 년간 꾸준히 배운 태권 도입니다 사회성을 기른 태권도 장 문화 현실적인 조언을 해주신 관장님 자신의 한계에 부딪힐 기회가 되어 준 힘든 운동들까지 모두 하나같이 제 게 좋은 영향을 끼친 소중한 경험들입니다 당시 저는 태권도 사범과 관장을 목표로 예체능 진로를 준비했으며 관장님께 많은 것을 배웠습니다 그 중 가장 인상 깊었던 가르침을 말씀드리 고자 합니다 교육자로서의 태도를 지녀야 한 다 태권도 교육자는 자신이 전공한 분야에 대한 올바른 지식 전달과 사회에서 추구하는 인 격 형성을 위한 도우미입니다 특히 태권도를 가르친다는 것은 그저 아이들과 뛰어 노는 것이 아니라 태권도의 주된 목적인 원생들의 인성 함양을 고려해 늘 언행에 모범이 되어야 한다는 뜻이었습니다 비록 당시의 꿈은 추억이 되었지만 성인이 된  지금까지도 타의 모범이 되어야 한다는 생각은 버릇이 되어 늘 신경을 쓰며 행동합니다 이렇게 솔선수범하여 행동한 덕분에 주변의 다양한 사람들과 친해질 기회가 있었고 돈 독한 인간관계를 형성할 수 있었습니다 이러한 올바른 사회성을 지니고 앞으로 만나게 될 인연들을 소중히 생각하며 가꾸어 나갈 것입니다,태권도 사범과 관장을 목표로 예체능 진로를 준비했으며 관장님께 많은 것을 배웠고 그 중 가장 인상 깊었던 가르침을 말씀드리 고자 한다.,"사회성을 기른 태권도 장 문화 현실적인 조언을 해주신 관장님 자신의 한계에 부딪힐 기회가 되어 준 힘든 운동들까지 모두 하나같이 제 게 좋은 영향을 끼친 소중한 경험들입니다.
태권도 교육자는 자신이 전공한 분야에 대한 올바른 지식 전달과 사회에서 추구하는 인 격 형성을 위한 도우미입니다.
이러한 올바른 사회성을 지니고 앞으로 만나게 될 인연들을 소중히 생각하며 가꾸어 나갈 것입니다다."
33,논문에 도전하다 대학교 학년 때 약 년 간의 학부 연구생 생활이 끝나갈 무렵 학술대회에 나가서 논문을 발표할 기회가 있었습니다 처음 작성해보는 논문이었으나 다음과 같은 노력으로 무사히 마칠 수 있었습니다 스스로 찾아보는 열정 수많은 논문 자료집을 꼼꼼히 살펴보며 논문의 구조적인 부분을 많이 참고했습니다 표지와 목차 구성부터 포함해야 하는 항목들이 무엇 인지 논문답게 작문하는 방법까지도 따라 배웠습니다 의지를 갖추고 찾아본 결과 논문에 걸 맞는 모습을 완성할 수 있었습니다 적극 질문하는 자세 열심히 작성하겠다는 의지를 내 비치자 교수님께서도 제 질문에 흔쾌히 많은 피드백을 주셨습니다 주제를 선정한 후 라는 해석 프로그램의 각종 오류를 해결할 때는 선배들의 도움을 구했습니다 이처럼 모르는 것을 적극 질문 하는 자세가 많은 도움이 되었습니다 비록 수상하지는 못했으나 논문 작성에 처음으로 도 전하면서 많은 점을 배웠습니다 새로운 업무와 지식을 습득할 때는 능동적으로 찾아 나서는 열정 어린 자세가 가장 중요하다는 사실을 몸소 느꼈습니다 이와 같은 배우는 자세로 주어진 일이 생소하더라도 탈 없이 해내겠습니다,대학교 학년 때 약 년 간의 학부 연구생 생활이 끝나갈 무렵 학술대회에 나가서 논문을 발표할 기회가 있었으며 표지와 목차 구성부터 포함해야 하는 항목들이 무엇 인지 논문답게 작문하는 방법까지도 따라 배웠고 적극 질문하는 자세 열심히 작성하겠다는 의지를 내 비치자 교수님께서도 제 질문에 흔쾌히 많은 피드백을 주셨다.,"표지와 목차 구성부터 포함해야 하는 항목들이 무엇 인지 논문답게 작문하는 방법까지도 따라 배웠습니다.
의지를 갖추고 찾아본 결과 논문에 걸 맞는 모습을 완성할 수 있었습니다.
비록 수상하지는 못했으나 논문 작성에 처음으로 도 전하면서 많은 점을 배웠습니다."
34,장점 항상 타인의 장점을 찾아보며 본받고 싶어 합니다 누군가의 빼어난 능력을 우러러보며 따라 배우 고 싶어 합니다 이를 테면 영상 속 수영하는 모습에 반해 작년 월부터 지난 달까지 꾸준히 동네 수영장을 다녔으며 독학으로 한 달 만에 자유형으로 레일을 완주하는 데 성공했습니다 목표 달성 후 느끼는 성취감을 동력 삼아 능력 계발을 이어 나가며 조직에 도움이 되겠습 니다 성격에서도 그렇습니다 공감 능력이 좋은 친구 사 교성이 좋은 형 책임감이 투철 한 누나 등 각자의 장점을 발견하고 저 또한 이들을 닮기 위해 애쓰곤 합니다 덕분에 원체 표현할 줄 몰라 무뚝뚝하던 어린 시절에 비하면 저 자신이 사회성 좋은 방향으로 완전히 달라진 모습을 하고 있음을 새삼 깨닫습니다 단점 타인의 장점을 찾다 보면 단점 또한 자연스레 눈에 밟 힙니다 이는 첫 인상만 가지고 좋지 않은 편견을 가지는 실수로 이어지기도 했습니다 하지만 반성을 거듭 한 결과 그 사람의 내면을 발견하기 위해 노력하며 타인의 단점을 흉 보기보다는 자신을 되돌아보는 계기로 삼게 되었습니다 앞으로도 정작 나는 부족하진 않은 가 라는 식의 성찰을 통해 경솔함을 극복하겠습니다,단점 타인의 장점을 찾다 보면 단점도 자연스레 눈에 밟힙니다,"장점 항상 타인의 장점을 찾아보며 본받고 싶어 합니다.
공감 능력이 좋은 친구 사 교성이 좋은 형 책임감이 투철 한 누나 등 각자의 장점을 발견하고 저 또한 이들을 닮기 위해 애쓰곤 합니다.
단점 타인의 장점을 찾다."
35,산업의 밝은 전망과 미래지향적인 기업 최근 반도체 공정이 미세화되고 차 산업혁명 시대를 맞아 세계적으로 반도체 수요가 증가함에 따라 반도체 장비 수요 또한 급격하게 증가할 것으로 판단하였습니다 반도체 분야에서 국산화가 많이 진행되는 만큼 국내 장비 업체에 관심이 있었고 특히 관심을 두고 공부했던 증착 공정을 주력으로 하는 기업인 를 알게 되었습니다 지 난달 를 통과 한 의 파운드리 호환 장비가 사의 신규 파운드리에 진입해 매출 비중을 높일 전망이며 또한 올해 안에 또 다른 주력 장비인 또한 파운드리용으로 개발하는 방안을 추진하는 등 연구개발 비용을 아끼지 않는 미래지향적인 모습에 지원을 결심하였습니다 입사 후 저만의 장비 매뉴얼을 만들겠습니다 교내 연구실에서 약 년간 인턴으로 활동하며 다양한 기 계 장비를 관리했습니다 계측 및 실습 수업에 필요한 장비들을 수업 전에 미리 작동해보고 이상 유무를 파악하는 일을 하던 어느 날 소형 축 밀링머신의 매뉴얼이 없다는 것을 발견했습니다 전임자와의 연락이 닿지 않았으며 연식이 있어서인지 제조사 홈페이지는 사라져 설명서를 찾을 수 없었습니다 하지만 담당 교수님의 도움과 인터넷 검색을 통해 타 밀링머신과의 유사점 을 찾아가며 안전에 유의하면서 천천히 조작법을 하나씩 익혀갔습니다 무사히 기본적인 조작법을 익 힐 수 있었고 실습시간에 별다른 문제 없이 시범을 보일 수 있었습니다 이러한 어려움을 겪고 나서 미래의 후임자뿐만 아니라 장비를 사용하고 싶어 하는 공학도들을 위해 안전 주의사항과 각 레버 버튼 조작법을 정리한 매뉴얼을 작성해 문서로 만들어 두었습니다 매뉴얼을 완성 했을 때의 뿌듯함은 이루 말할 수 없었으며 에 입사 후에도 수많은 에러를 고치며 노하우를 쌓아서 담당 장비에 대한 매뉴얼을 제작하여 갈피를 잡지 못하는 신입 사원들에게 훌륭한 지침서가 되어주고 싶습니다,지 난달 를 통과 한 의 파운드리 호환 장비가 사의 신규 파운드리에 진입해 매출 비중을 높일 전망이며 올해 안에 또 다른 주력 장비인 또한 파운드리용으로 개발하는 방안을 추진하는 등 연구개발 비용을 아끼지 않는 미래지향적인 모습에 지원을 결심했다.,"지 난달 를 통과 한 의 파운드리 호환 장비가 사의 신규 파운드리에 진입해 매출 비중을 높일 전망이며 또한 올해 안에 또 다른 주력 장비인 또한 파운드리용으로 개발하는 방안을 추진하는 등 연구개발 비용을 아끼지 않는 미래지향적인 모습에 지원을 결심하였습니다.
무사히 기본적인 조작법을 익 힐 수 있었고 실습시간에 별다른 문제 없이 시범을 보일 수 있었습니다.
이러한 어려움을 겪고 나서 미래의 후임자뿐만 아니라 장비를 사용하고 싶어 하는 공학도들을 위해 안전 주의사항과 각 레버 버튼 조작법을 정리한 매뉴얼을 작성해 문서로 만들어 두었습니다."
36,헌신의 자세로 배운 기계 지인을 도와 주고 나서 듣는 덕분이었다라는 말 한마디에 크나큰 보람을 느낍니다 그렇기에 어려서부터 컴퓨터에 관심이 많았던 저는 주변에서 도움을 요청할 때마다 달려가서 컴퓨터 견적서 작성부터 설치 사후 관리까지 도 맡아 도와 주곤 했습니다 이러다 보니 날이 갈수록 컴퓨터 하드웨어에 대한 지식과 노하우가 쌓여갔습니다 컴퓨터를 이루는 각  부품이 어떤 역할을 하는지와 컴퓨터의 전체적인 작동 과정을 알아가는 과정이 즐거웠고 직접 찾아가서 지인의 컴퓨터 트러블을 해결해줄 때면 느끼는 뿌듯함이 저의 가장 큰 동력이었습니다 컴퓨터 뿐만이 아니라 카세트 테이프 리모컨 등 생활 속 기기들을 바라보는 시선은 또래들보다 조금 더 분석적이었습니다 이러한 관심은 계속 이어져 기계공학과 전공을 선택하는 계기 가 되었습니다 함께 살아가는 세상 초중고등학교 시절 년간 꾸준히 다녀온 태권도장에서 건전한 공동체 의식과 사회성을 배웠습니다 구체적으로는 서로에 대한 신뢰를 중요시하여 깨지지 않도록 하는 정직한 언행 남의 말에 경청하거나 상대방의 의사를 존중하는 방법 등 인간관계에 있어서 기본이 되는 것들을 어려서부터 배웠습니다 또한 타인의 장점을 시기하기보다는 배워야  할 점으로 삼으며 닮고자 노력해왔습니다 예를 들자면 언젠가 제 감정에 공감을 잘해주는 친구 덕분에 기분이 한껏 좋았던 적이 있었습니다 이 친구를 계기로 돌이켜 본 저 자신은 정작 공감 능력이 그리 좋지 않다는 것을 깨달았고 그 친구의 공감해주는 자세를 따라 배운 적이 있습니다 덕분에 주변의 다양한 사람들과 친해질 기회가 있었고 서로 존중하는 원만한 인간관 계를 형성할 수 있었습니다 이러한 올바른 사회성을 지니고 앞으로 만나게 될 인연들을 소중히 생각하며 가꾸어 나갈 것입니다,초중고등학교 시절 태권도장에서 건전한 공동체 의식과 사회성을 배웠고 앞으로 만나게 될 인연들을 소중히 생각하며 가꾸어 나갈 예정이다.,"컴퓨터 뿐만이 아니라 카세트 테이프 리모컨 등 생활 속 기기들을 바라보는 시선은 또래들보다.
구체적으로는 서로에 대한 신뢰를 중요시하여 깨지지 않도록 하는 정직한 언행 남의 말에 경청하거나 상대방의 의사를 존중하는 방법 등 인간관계에 있어서 기본이 되는 것들을 어려서부터 배웠습니다.
덕분에 주변의 다양한 사람들과 친해질 기회가 있었고 서로 존중하는 원만한 인간관 계를 형성할 수 있었습니다.
이러한 올바른 사회성을 지니고 앞으로 만나게 될 인연들을 소중히 생각하며 가꾸어 나갈 것입니다다."
37,한 걸음 더 선진 병영으로 년도 군 복무 중 겪은 감시 근무에 관한 경험을 말씀드리겠습니다 이 근무는 상에 보이는 작은 움직임까지도 빠짐없이 펜을 이용해 수기 해야 하는 근무였습니다 이 때문에 근무 기록부는 빠르게 쌓여서 두꺼워졌고 한 달 만에 기록부만으로 책장 한쪽을 꽉 채우기에 이르렀습니다 때로는 과도 한 필기량이 근무에 차질을 빚기도 했으며 차 후  문제가 생겼을 때 이전의 기록을 찾아보기도 힘들었습니다 저는 당시 근무자 중 선임병으로서 주기적으로 진행되는 간부와의 소통 시간에 한 가지 건의했습니다 그 내용인 즉 주로 홈페이지 제작에 사용되는 이라는 언어를 개인정비 시간에 공부한 후 간단한 근무 기록 웹사이트를 직접 제작하겠다는 것이었습니다 곧이어 웹사이트 제작을 건의하게 된 배경 이에 따라 기대되 는 이 점들 군 보안상의 문제 유무 등을 정리한 보고서를 양식에 맞추어 정리해 제출했습니다 결과적으로 건의가 통과되었고 짧지만 남은 군 생활 동안 을 공부하며 용지 장 크기의 간단한 근무기록 페이지를 만들 수 있었습니다 이후로는 손 글씨 대신 키보드로 특이사항을 적을 수 있었기에 근무 효율이 올라갔으며 손 글씨와 비교하면 약 배 더 많은 내용이 용지 한 장에  들어가 미관상 뿐만 아니라 공간 절약에도 효과적이었습니다 또한 필요할 때 기능을 통해 이 전 기록을 찾기 쉬워졌으며 유사 시 필요한 부분을 인쇄해 참고자료로 활용하기도 했습니다 이 경험을 통해 하나의 문제점을 다양한 관점으로 바라보는 태도가 좋은 결과를 가져올 수 있다는 점을 직접 느꼈습니다 앞으로도 공정 중 발생하는 장비의 트러블에 대해 유연하고 능동 적으로 대처할 것입니다,군 복무 중 감시 근무는 상에 보이는 작은 움직임까지도 빠짐없이 펜을 이용해 수기 해야 하는 근무였으며 이 때문에 근무 기록부는 빠르게 쌓여서 두꺼워졌고 한 달 만에 기록부만으로 책장 한쪽을 꽉 채우기에 이르렀으며 이후로는 손 글씨 대신 키보드로 특이사항을 적을 수 있었으며 손 글씨 대신 키보드로 특이사항을 적을 수 있었으며 손 글씨와 비교하면 약 배 더 많은 내용이 용지 한 장에  들어가 미관상 뿐만 아니라 공간 절약에도 효과적이었다.,"한 걸음 더 선진 병영으로 년도 군 복무 중 겪은 감시 근무에 관한 경험을 말씀드리겠습니다.
때로는 과도 한 필기량이 근무에 차질을 빚기도 했으며 차 후  문제가 생겼을 때 이전의 기록을 찾아보기도 힘들었습니다.
그 내용인 즉 주로 홈페이지 제작에 사용되는 이라는 언어를 개인정비 시간에 공부한 후 간단한 근무 기록 웹사이트를 직접 제작하겠다는 것이었습니다."
38,학술대회에서 미니 논문 을 발표하다 교내 연구실에서 인턴 활동을 할 때의 일이었습니다 년간의 인턴 생활이 끝나갈 무렵 담당 교수님께서 다가 오는 년 겨울에 열릴 관련 학술대회에서 논문을 발표하고 싶은 사람이 있는지 물으셨고 이에 저는 논문 발표를 결심하였습니다 하지만 논문을 작성하겠다는 다짐과는 다르게 그 시작은 막연함 그 자체였습니다 논문에 대한  지식이 전혀 없었기 때문입니다 논문에 어떤 주제를 내세워야 할지 논문의 내용 구성은 어떠한 지 등 아무것도 알지 못하기에 저는 다음과 같은 노력을 했습니다 꾸준히 질문하기 열심히 써보겠다는 의지를 내 비치자 교수님께서도 제 질문에 흔쾌히 많은 조언을 해주셨습니다 어떤 주제가 학부생 수준에 맞는지 직접 생각해온 주제들은 부적합한지 등 여러 피드백을 주셨습니다  주제를 정한 후에도 라는 을 활용하다 발생한 오류를 해결할 때도 큰 도움을 주셨습니다 모르는 것을 적극 질문하는 자세가 많은 도움이 되었습니다 스스로 찾아보기 수많은 논문 자료집 연구실 석사 선배가 썼던 논문까지도 꼼꼼히 살펴보며 논문의 구조적인 부분을 많이 참고했습니다 목차는 어떻게 구성되는지부터 필수적으로 포함해야 하는 항목들이 무엇인지 논문답게  작문하는 방법까지도 따라 배웠습니다 논문의 완성도를 높이고자 하는 의지를 갖추고 찾아본 결과 만족스러운 논문 구성을 완성할 수 있었습니다 한 달 동안의 우여곡절을 넘기고 무사히 논문을 학술대회에 투고하여 발표까지 끝마쳤습니다 비록 수상하지 못했으나 논문 작성에 처음으로 도 전하면서 많은 점을 배웠습니다 새로운 기술과 지식을 배울 때는 스스로 찾아 나서는  적극적인 자세가 가장 중요하다는 사실을 몸소 느꼈습니다 이러한 태도를 지닌 채로 미래에 접하게 될 생소한 장비 기술들을 거부감 없이 습득하여 문제 없이 트러블 슈팅을 해내겠습니다,학술대회에서 미니 논문 을 발표하다 교내 연구실에서 인턴 활동을 할 때 담당 교수님께서 다가 오는 년 겨울에 열릴 관련 학술대회에서 논문을 발표하고 싶은 사람이 있는지 물으셨고 이에 저는 막연함 그 자체였으며 그 시작은 막연함 그 자체였다.,"년간의 인턴 생활이 끝나갈 무렵 담당 교수님께서 다가 오는 년 겨울에 열릴 관련 학술대회에서 논문을 발표하고 싶은 사람이 있는지 물으셨고 이에 저는 논문 발표를 결심하였습니다.
논문에 어떤 주제를 내세워야 할지 논문의 내용 구성은 어떠한 지 등 아무것도 알지 못하기에 저는 다음과 같은 노력을 했습니다.
스스로 찾아보기 수많은 논문 자료집 연구실 석사 선배가 썼던 논문까지도 꼼꼼히 살펴보며 논문의 구조적인 부분을 많이 참고했습니다.
논문의 완성도를 높이고자 하는 의지를 갖추고 찾아본 결과 만족스러운 논문 구성을 완성할 수 있었습니다.
새로운 기술과 지식을 배울 때는 스스로 찾아 나서는  적극적인 자세가 가장 중요하다는 사실을 몸소 느꼈습니다."
39,설비 에 적합한 인재 앞서 말씀드렸듯이 교내 연구실 인턴으로 활동하면서 프린터 밀링 머신 등 다양한 기계를 다루었습니다 해당 장비들의 유지 관리를 담당하며 필요할 때 직접 가 동해야 했기에 각 기기의 제원과 성능을 정확하게 파악하고 장비의 작동 원리를 숙지하였습니다 전담하는 장비를 공부하는 일련의 과정이 흥미로웠고 습득한 지식을 바탕으로 기계에 발생한 오 류를 해결할 때면 작지 않은 보람을 느꼈습니다 언젠가 장비에 치명적인 문제가 생겨 제조사에 를 요청하기도 하였으며 신속하고 만족스러운 하드웨어적 조치를 받게 되어 고객사의 마음을 한껏 이해할 수 있었습니다 교내 반도체 수업을 통해 배운 공정과 정 지식 장비에 대한 분석적이고 유연한 태도 역지사지의 마음으로 훌륭한 엔지니어가 되겠습니다 더불어 유체역학 열 역학 등의 역학 과목을 수강하여 기계공학에 대한 이 해도를 높이며 공학적 사고를 기르기 위해 노력했습니다 주어진 일에 성실히 임한 결과 전공과목 평균 을 기록하여 목표 점수인 을 넘기는 데 성공하였으며 이렇게 키운 전공 역량과 성실함을 필두로 증착 장비를 이해하며 고 장 수리를 하겠습니다 살갗을 맞대며 사람들과 소통하는 것을 좋아합니다 같은 이유로 개인이 경쟁 하며 나란히 등수를 매기는 다른 대학 강의들보다도 조원과 함께 정진하며 공동의 목표를 달성하기 위해 협력하는 팀 단위 활동을 더 선호합니다 협업을 이끄는 제 가장 큰 장점 두 가지는 바로 밝게 웃으며 건네는 인사로 시작하여 건강한 분위기를 이어나가는 언행과 적극 팀원의 의견을 받아들이는 피드백 수용성입니다 이를 바탕으로 모든 팀 프로젝트 과목에서 좋은  성적을 받았습니다 앞으로도 협동 친화적인 역량을 발휘해 동료에게 긍정 에너지를 나누어주며 함께 맡은 일을 완수하겠습니다 또한 건강한 마음으로 고객 응대에 온 힘을 다 할 것입니다,교내 연구실 인턴으로 활동하면서 각 기기의 제원과 성능을 정확하게 파악하고 장비의 작동 원리를 숙지하였고 전담하는 장비를 공부하는 일련의 과정이 흥미로웠고 습득한 지식을 바탕으로 기계에 발생한 오 류를 해결할 때면 작지 않은 보람을 느꼈다.,"전담하는 장비를 공부하는 일련의 과정이 흥미로웠고 습득한 지식을 바탕으로 기계에 발생한 오 류를 해결할 때면 작지 않은 보람을 느꼈습니다.
교내 반도체 수업을 통해 배운 공정과 정 지식 장비에 대한 분석적이고 유연한 태도 역지사지의 마음으로 훌륭한 엔지니어가 되겠습니다.
이를 바탕으로 모든 팀 프로젝트 과목에서 좋은  성적을 받았습니다.
또한 건강한 마음으로 고객 응대에 온 힘을 다."
